media_group_id,country,project,media_article_0,media_article_1,media_article_2,media_article_3,media_article_4,media_article_5,media_article_6,media_article_7,media_article_8,media_article_9,media_article_10,media_article_11,media_article_12,media_article_13,media_article_14,media_article_15,media_article_16,media_article_17,media_article_18,media_article_19,media_article_20,media_article_21,media_article_22,media_article_23,media_article_24,media_article_25,media_article_26,media_article_27,media_article_28,media_article_29,media_article_30,media_label_0,media_label_1,media_label_2,media_label_3,media_label_4,media_label_5,media_label_6,media_label_7,media_label_8,media_label_9,media_label_10,media_label_11,media_label_12,media_label_13,media_label_14,media_label_15,media_label_16,media_label_17,media_label_18,media_label_19,media_label_20,media_label_21,media_label_22,media_label_23,media_label_24
kmeans_plain_c2_g9,2,media,Stock sound effect,Suspension of disbelief,Key grip,Film producer,Vessel (website),Video game,Film,Lip sync,Kirsty Gallacher,Howard Hughes,Product placement,Human voice,Suspension of disbelief,Galaxy Science Fiction,Scenic design,Soul music,Elijah Daniel,Media portrayal of lesbianism,Vevo,Baby Powder,Jawed Karim,Northern soul,Future Shock,Ingmar Bergman,Music,Galaxy Science Fiction,Leo Burnett,Defy Media,Media portrayal of LGBT people,Lip sync,University of the Arts London,april,films,screenplay,film,music,artists,abc,film theory,entertainment,released,film,youtube,,broadcasting,programme,production,arts,filmmaking,features,filmmaking,jazz,character,,years,fox
kmeans_plain_c3_g8,3,media,Children's Online Privacy Protection Act,Quiz,Motion graphic design,Social media and suicide,Journalism ethics and standards,Citizen media,Media (communication),Organization for Transformative Works,New World Information and Communication Order,Media manipulation,Media literacy,Technical writing,Communication studies,Graphic communication,Social media analytics,Advertising to children,Models of communication,Information design,Internet,Exploitation of women in mass media,Narrowcasting,Content creation,Crisis communication,Audiovisual,Environmental communication,Media studies,Information Age,Journalism,Multimedia,Content analysis,Advertising campaign,mass media,media,go,come,studies,interview,communication studies,social media,form,information,,communication,,different,,,style,humanities,,character,marketing,society,social sciences,communication,advertising
kmeans_augmented_c6_g10,6,media,Guardian Media Group,Concentration of media ownership,RTL Group,NRC Handelsblad,Agence France-Presse,Corriere della Sera,"Tony Hall, Baron Hall of Birkenhead",Berliner (format),Public inquiry,Censorship in Saudi Arabia,Gazette,Alexander Lebedev,Axel Springer SE,Tamarind,Media freedom in Russia,ABS-CBN,Chinese Wikipedia,Bertelsmann,Hellenic Broadcasting Corporation,ERTU,Virgin TV,Roy Greenslade,Fairfax Media,Grupo Globo,Lagardère Group,Middle-market newspaper,Bauer Media Group,Die Welt,Al Jazeera English,Televisión Española,John Singleton (Australian entrepreneur),united kingdom,radio,establishments by country and year,media in europe by country,group,serve,broadcast,establishments in europe by year,bbc,newspaper,regional,tv,government,news,establishments by year and country,reporters without borders,london,radio station,service,edition,media by country,community,bbc,media,reference
LDA_c6_g45,6,media,NDTV,Dainik Jagran,GNN (news channel),Al Jazeera English,WPP plc,CBS Corporation,Revolt (TV network),CBS,Spectrum TV Stream,Station identification,ERTU,BitChute,Guardian Media Group,CNN controversies,Newsmax Media,Sumner Redstone,VidCon,Sahara India Pariwar,CNN International,ABS-CBN News Channel,Radio advertisement,Middle East Broadcasting Center,Mac n' Cheetos,LiveLeak,News18 India,Simulcast,Cross-promotion,Leaf Group,Discovery Channel,MLB Advanced Media,Televisa,tv,,company,united states,india,programming,network,media companies by country,television by country,,broadcast,,news,television by year,cable television,,television networks by country,media companies by year of establishment,channel,,service,youtube,launched,,pay television
kmeans_plain_c1_g9,1,media,Chinese Wikipedia,State media,Independent Press Standards Organisation,ABS-CBN News Channel,Algemeen Dagblad,Baby Powder,Yle,News Corp Australia,Media of the United Kingdom,Reuters Group,"Tony Hall, Baron Hall of Birkenhead",GMA Network (company),Die Welt,Mediaset,BeIN Channels Network,Concentration of media ownership,Euronews,European Broadcasting Union,Censorship in Saudi Arabia,Hellenic Broadcasting Corporation,Government gazette,Rediffusion,Radiotelevizija Slovenija,Country code top-level domain,Anadolu Agency,Grupo Globo,Satellite television,NRC Handelsblad,Economist Group,MediaCityUK,Axel Springer SE,bbc,russian,establishments by year and country,regional,media in europe by country,edition,media by country,reference,establishments by country and year,government,media,newspaper,,news,establishments in europe by year,group,bbc,london,reporters without borders,united kingdom,service,community,broadcast,radio station,serve
kmeans_augmented_c6_g5,6,media,Concentration of media ownership,News agency,Mistake,Media of the United Kingdom,Independent Press Standards Organisation,Virgin TV,TalkTalk TV,Televisión Española,Yomiuri Shimbun,Public inquiry,Middle-market newspaper,RIA Novosti,STS (TV channel),News Corp Australia,Roy Greenslade,Daily Mirror,Axel Springer SE,Yle,Economist Group,Dubai Media City,All-Russia State Television and Radio Broadcasting Company,Mediaset,Agence France-Presse,El País,La Repubblica,Country code top-level domain,WPP plc,Singapore Press Holdings,UBM plc,Rossiya Segodnya,Euronews,media in europe by country,radio,community,reference,broadcast,bbc,serve,newspaper,group,london,government,establishments by year and country,news,radio station,media by country,regional,united kingdom,tv,edition,reporters without borders,establishments by country and year,service,bbc,media,establishments in europe by year
LDA_c4_g2,4,media,Mamiya,Thomson Reuters,Cinematographer,Film,History of printing,Key grip,Holography,Production assistant,Key grip,Photography,Script supervisor,Gaffer (filmmaking),Best boy,Satellite,Glossary of motion picture terms,Sony α7S II,Camera,Digital photography,Print design,Thomson Reuters,Grip (job),Film scanner,Nikon,Terminal 5 (venue),Canon Inc.,Light,Gaffer (filmmaking),Video camera,Production assistant,Lighting technician,Video camera,lists of canadian media,film crew,dt,lenses,lists of media by city in canada,use,lens,canada,lists by city in canada,required,,light,screenplay,categories by city in canada,canada-related lists,television,ctv,image,,film,cameras,camera,cbc,,filmmaking
LDA_c6_g27,6,media,Taft Broadcasting,Numeris,Project Chanology,Vidme,Dentsu Aegis Network,ABC News,Comcast,Free Speech TV,Tucker Carlson,Watershed (broadcasting),Vessel (website),CBS Corporation,ESPN,Virgin TV,EMI Music Publishing,Network18 Group,Prime Video,News Nation,National Herald corruption case,WION (TV channel),Media of India,All India Radio,Mega Channel,Canadian Broadcasting Corporation,Sky News,McClatchy,Mac n' Cheetos,Rediffusion,Rogers Communications,Maharashtra Times,Bumper (broadcasting),launched,,tv,,service,company,,cable television,india,media companies by year of establishment,united states,pay television,,broadcast,television networks by country,,network,,news,television by country,channel,youtube,television by year,media companies by country,programming
kmeans_augmented_c2_g5,2,media,ESPN Inc.,Meredith Corporation,"David Thomson, 3rd Baron Thomson of Fleet",Ben Sherwood,Canadian Broadcasting Corporation,Vivendi,Travel Channel,The Walt Disney Company,Sports Illustrated,Vulcan Inc.,Bloomberg Radio,NBCUniversal,Broadcast network,Turner Broadcasting System,E!,Pluto TV,Free Speech TV,Discovery Channel,Bell Media,American Broadcasting Company,ESPN,21st Century Fox,Roone Arledge,YTV (TV channel),Time Inc.,Mac n' Cheetos,A&E Networks,Julie Chen,Television network,John Kluge,Advance Publications,canada,offer,,corporation,,new york city,marketing,nbc,united states,media companies of the united states,media companies by year of establishment,platform,establishments in the united states by year,software,stations,broadcasting,owned,programming,access,cable television,company,canada,television in the united states,television broadcasting companies of the united states,network
kmeans_plain_c0_g0,0,media,Geo TV,NDTV,History of newspaper publishing,Zee Bangla,Four-leaf clover,Navbharat Times,Gujarat Samachar,Sun TV Network,The Hindu,Dainik Bhaskar,ABP Group,Newspaper,D B Corp Ltd.,Subhash Chandra,Media of India,CNBC Awaaz,India News,The Times Group,Dainik Jagran,Zee Business,All India Radio,NDTV India,Star Jalsha,Rajasthan Patrika,India Today (TV channel),Mahaka Media,Eros Now,Bartaman,HT Media,Mazhavil Manorama,Aaj Tak,india,india,channels,,law,delhi,hindi,references,political,washington post,media in india by medium,media companies of india,pakistan,launched,media in india by city,indian,hindi,editorial,,news media of india,mumbai,english,,media in india,national
LDA_c6_g32,6,media,NDTV India,InfoWars,Lagardère Group,CBS Corporation,Skai TV,Univision Deportes Network,Bloomberg Radio,Spectrum TV Stream,Shari Redstone,Sean Hannity,Hindustan (newspaper),Bloomberg L.P.,Quiz,FXX,Eros Now,Reuters Group,Televisión Española,Fox Broadcasting Company,Sky News,History (U.S. TV network),India Today (TV channel),Ed Schultz,History of Fox News,Watershed (broadcasting),Comcast,Al Jazeera Media Network,Fairfax Media,Vidme,Content ID (algorithm),Censorship in Saudi Arabia,Al Mayadeen,network,,programming,launched,united states,channel,television by country,service,,,television networks by country,cable television,media companies by country,pay television,broadcast,media companies by year of establishment,,india,news,tv,company,television by year,,youtube,
kmeans_plain_c3_g13,3,media,Media event,Demographic profile,Article marketing,Target audience,Press release,Children's Online Privacy Protection Act,Cost per mille,Print design,Communications management,Children's Online Privacy Protection Act,Facebook like button,Manuel Castells,Environmental communication,New World Information and Communication Order,Motion graphic design,Advertising slogan,Media richness theory,Health communication,Advertising slogan,Communication design,Media literacy,Smoke signal,Satellite,Print design,Social media mining,Media psychology,Media studies,Message,International communication,Digital content,Social peer-to-peer processes,social media,,social sciences,,,character,advertising,communication,media,interview,studies,come,mass media,information,,different,society,marketing,form,humanities,,communication,communication studies,go,style
LDA_c3_g18,3,media,Wilhelm scream,Leveson Inquiry,Caitlin Moran,Mario Impemba,Nat Hentoff,Four-leaf clover,Movie star,J. Walter Thompson,Cross-genre,Ingmar Bergman,Michael Moore,TNT (Russian TV channel),Charlie Rose,Pulitzer Prize,Suicide of Jacintha Saldanha,Casefile True Crime Podcast,Howard Hughes,Ted Koppel,Max Clifford,Donny Deutsch,Bill Moyers,Roone Arledge,Tiny Desk Concerts,Julie Chen,Robert Novak,Jessica McClure,Sarah Koenig,George Orwell,GLAAD,Bob Woodruff,Media portrayal of lesbianism,abc news,new york city,20th-century births,years,years,the new york times,,producer,people,series,births by decade,new_york,,film,life,cnn,award,year,gold ,work,john,career,survivors,worked,
kmeans_augmented_c0_g13,0,media,Hustler Magazine v. Falwell,LGBT in Islam,History of propaganda,Nat Hentoff,Tabloid journalism,Ladies' Home Journal,Atrocity propaganda,J. Walter Thompson,Cal Thomas,Instapundit,Sound bite,Terry Moran,Firing of Shirley Sherrod,Fresh Air,Godey's Lady's Book,C-SPAN,Cohen v. California,Rush Limbaugh,Bill Moyers,Ynetnews,Neal Boortz,Sensationalism,Rush Limbaugh–Sandra Fluke controversy,Conflict-of-interest editing on Wikipedia,CBS News Sunday Morning,Bleach,History of Fox News,The New Yorker,Intelligence Squared,The Village Voice,Muhammad al-Durrah incident,life,find,claim,years,politics of the united states,new york times,states,media in the united states,times,journalism,propaganda,american journalism,cnn,pulitzer prize,isbn,,war,american,reporting,,american journalists,the new york times,post,man,describe
LDA_c2_g22,2,media,Media activism,New Journalism,Individuation,Disinformation,Whataboutism,Social peer-to-peer processes,Content (media),Commercial art,Media studies,Environmental communication,Old media,Development communication,Media culture,Study of global communication,Parasocial interaction,Social media mining,Political communication,Digital media,Prosumer,CNN effect,Mashup (video),Narcotizing dysfunction,Quiz,Satanic panic (South Africa),Exploitation of women in mass media,Personality rights,Press release,Media relations,Elsevier,Citizen media,Sound bite,use,references,,social media,behavior,,social,studies,people,,research,marketing,,,communication studies,advertising,social_media,communication,society,medium,,social sciences,communication,information,mass media
kmeans_augmented_c6_g17,6,media,Commercial broadcasting,UBM plc,Reuters Group,Media of Russia,Interfax,Economist Group,Lmao,BBC,All-Russia State Television and Radio Broadcasting Company,Hellenic Broadcasting Corporation,ABS-CBN,Media freedom in Russia,Al Jazeera English,Concentration of media ownership,Al Arabiya,Anadolu Agency,Hibu,Lagardère Group,Le Monde,European Broadcasting Union,RIA Novosti,Bauer Media Group,Censorship in Saudi Arabia,Alexander Lebedev,Mediaset,Government gazette,Grupo Globo,BBC News (TV channel),Al Jazeera Media Network,Algemeen Dagblad,Fairfax Media,bbc,broadcast,radio station,newspaper,serve,bbc,establishments by country and year,community,radio,establishments by year and country,edition,london,media by country,regional,reporters without borders,united kingdom,media,service,news,government,establishments in europe by year,tv,reference,media in europe by country,group
LDA_c6_g21,6,media,Al Arabiya,Bell Media,Univision Communications,Broadcasting contracts in cricket,CNN International,UBM plc,Dainik Jagran,Bloomberg Radio,Telemundo,The Times of Israel,MLB Advanced Media,Middle East Broadcasting Center,Al Jazeera Media Network,CNN controversies,Firing of Shirley Sherrod,Censorship in Saudi Arabia,Bleach,Viral video,Federal Communications Commission,A&E Networks,All Songs Considered,Telewizja Polska,News Corp (2013–present),Dow Jones & Company,E!,The Real News,Sean Hannity,Video on demand,Topsite (warez),Martha Stewart Living Omnimedia,Newsmax Media,television networks by country,united states,,youtube,television by country,tv,,media companies by country,broadcast,television by year,pay television,,,,channel,india,,company,news,cable television,programming,launched,network,service,media companies by year of establishment
LDA_c2_g24,2,media,Media coverage of global warming,History of propaganda,Color theory,United States news media and the Vietnam War,Mainstream,Lifestreaming,Advertising media selection,Classified advertising,Exhibition,Conflict-of-interest editing on Wikipedia,Media psychology,Trial balloon,History of advertising,Silence,Sexuality in music videos,Electronic media,Media management,Content analysis,Scandal,News,Social media in education,Copywriting,Media manipulation,Lmao,Communications management,Ars Technica,Multichannel marketing,Graphic violence,Product placement,Racial bias in criminal news in the United States,Audience measurement,marketing,social,social sciences,research,behavior,,,studies,use,mass media,people,,society,medium,advertising,information,,references,,,social_media,communication studies,communication,social media,communication
