technology_group_id,country,project,technology_article_0,technology_article_1,technology_article_2,technology_article_3,technology_article_4,technology_article_5,technology_article_6,technology_article_7,technology_article_8,technology_article_9,technology_article_10,technology_article_11,technology_article_12,technology_article_13,technology_article_14,technology_article_15,technology_article_16,technology_article_17,technology_article_18,technology_article_19,technology_article_20,technology_article_21,technology_article_22,technology_article_23,technology_article_24,technology_article_25,technology_article_26,technology_article_27,technology_article_28,technology_article_29,technology_article_30,technology_label_0,technology_label_1,technology_label_2,technology_label_3,technology_label_4,technology_label_5,technology_label_6,technology_label_7,technology_label_8,technology_label_9,technology_label_10,technology_label_11,technology_label_12,technology_label_13,technology_label_14,technology_label_15,technology_label_16,technology_label_17,technology_label_18,technology_label_19,technology_label_20,technology_label_21,technology_label_22,technology_label_23,technology_label_24
kmeans_plain_c1_g10,1,technology,Solar lamp,Fluorescence microscope,Power electronics,Solar cell efficiency,Quantum computing,Tomography,Spectrogram,Magnetic resonance imaging,American Revolutionary War,Image sensor,Printed circuit board,Geiger counter,Fiber-optic communication,Current source,Analog signal,Micrometer,Rotary encoder,Datasheet,Thermography,Lithium-ion battery,Electronic circuit,Electronic paper,Radiography,7 nanometer,Plasma display,Magnetometer,Thermographic camera,Wheatstone bridge,Chromatography,Transducer,Encoder,,devices,voltage,,image,frequency,electron,integrated circuit,measurement,bridge,space,,signal,optical,mill,electronics,boat,application,light,electricity,optics,later,,magnetic field,electrical engineering
kmeans_augmented_c3_g1,3,technology,Software engineer,Institute of Electrical and Electronics Engineers,Control engineering,Electrical engineering,Biometrics,Information,Robot,Engineering design process,Risk,IT service management,Civil engineering,Machine,Service-level agreement,Quality management system,Serum,Image,Requirement,Industrial design,Applications of artificial intelligence,Reverse engineering,Technological singularity,Industry,Product design,Autonomous car,Computer engineering,Quantum computing,Human factors and ergonomics,Proof of concept,Societal collapse,Software maintenance,TED (conference),management,information,university,science,technological change,introduce,technological,academic disciplines,technology,sell,computer,,main topic classifications,like,,information technology,engineering,research,app,number,innovation,technology,institute,human,society
kmeans_augmented_c0_g13,0,technology,Automotive battery,Anti-lock braking system,MAN SE,Air–fuel ratio,Formula One car,Centrifugal compressor,Automobile air conditioning,Piston,Heat engine,Battery electric vehicle,Torque converter,Exhaust gas recirculation,Scania AB,Cummins B Series engine,Dual-clutch transmission,Starter (engine),Tractor,Flywheel energy storage,Crankshaft,Flat engine,Motor vehicle,Airbag,Clutch,VTEC,Gas turbine,Aircraft engine,Steering,Carnot heat engine,Torque converter,Leaf spring,,vehicle parts,cars,,engine,automobile,function,vehicles,case,volkswagen group,engines,cylinder,vehicle,cylinder ,vehicle technology,engines,approach,motors,car,element,automotive technologies,speed,automotive industry,value,crankshaft,internal combustion engine
kmeans_augmented_c1_g0,1,technology,Self-contained breathing apparatus,Bioplastic,Recycling,Injection moulding,Boiling water reactor,Wastewater treatment,Pressure regulator,Numerical control,Refrigeration,Gas cylinder,Waste-to-energy,Mineral wool,Composite material,Thermal expansion valve,Elastomer,Carbon dioxide removal,Sailor Moon,Structural engineering,Plastic bag,Carbon sequestration,Construction,Drain-waste-vent system,Conveyor belt,Hydraulic pump,Distillation,Thermoplastic,Compressive strength,Electrostatic precipitator,Nonwoven fabric,Geothermal power,Geotechnical engineering,building materials,valve,material,pressure,fire,metal,battery,temperature,output,tube,,materials,building engineering,chemistry,high,flow,plastic,water,industrial processes,process,processes,electricity,,manufacturing,polymer
kmeans_augmented_c4_g14,4,technology,IPod Shuffle,Smartphone,Sony Mobile,Rebel Heart Tour,IPhone SE,Foxconn,IPod Classic,Electronic Data Systems,Zune,Swift (programming language),Modem,Mobile operating system,Motorola,ITunes,Samsung Galaxy Note series,Gorilla Glass,Sun Microsystems,Pixel (smartphone),YouTube,Brian Krzanich,Theranos,Solid-state drive,Bumblebee,Voice over IP,Speech recognition,Tim Berners-Lee,Ethernet,IBM,Windows Phone,Web application,Xamarin,smartphone,released,computer-related introductions by year,phone,,computers,google,announced,android ,technology by year,mobile phones,motor,software,cut,support,wi-fi,steam,features,product introductions by year,company,apple inc.,android,users,unit,building
kmeans_augmented_c0_g9,0,technology,Bogie,Spark plug,Internal combustion engine,Camshaft,Flywheel energy storage,Two-stroke engine,Tractor,Exhaust gas recirculation,Carnot heat engine,Direct-shift gearbox,Sailor Moon,Charging station,Exhaust gas,Automotive battery,Chassis,Cummins B Series engine,Volkswagen air-cooled engine,Formula One car,VR6 engine,Power steering,Wankel engine,Oxygen sensor,Heat engine,Vehicle,V12 engine,Fuel cell vehicle,Steering,Radiator (engine cooling),Electric motor,Motor vehicle,Gear train,cylinder ,volkswagen group,cylinder,value,vehicle technology,engine,vehicle parts,automotive industry,speed,vehicles,case,cars,engines,motors,internal combustion engine,function,automobile,engines,crankshaft,,car,vehicle,approach,element,automotive technologies
LDA_c0_g33,0,technology,NASA spinoff technologies,Educational technology,Computer data storage,National Institute of Standards and Technology,Institute of Electrical and Electronics Engineers,Ringtone,FieldTurf,Supercomputer,Serum,IPhone 6S,Biometric passport,Memory card,YouTube Premium,YouTube Premium,Mobile payment,Linux,Fourth Industrial Revolution,Acer Inc.,Geek,BlackBerry Limited,Information and communications technology,Multi-core processor,Applications of artificial intelligence,Magic Leap,Smartphone,GSM,Wi-Fi,Open defecation,Clarke's three laws,Electric smoking system,Technological unemployment,system,university,smartphone,,research,,computer-related introductions by year,new,computers,company,,technology by year,business,android ,companies by industry and year of establishment,,,mobile phones,wi-fi,technology,apple inc.,,services,service,united states
kmeans_augmented_c4_g22,4,technology,Necklace,MQTT,Telephone exchange,NetApp,TomTom,IPhone SE,Wi-Fi,John McAfee,Skunkworks project,HBO Go,M-Pesa,ITunes,Verizon Wireless,Kara Swisher,Windows Phone,Fitbit,IOS,Magic Leap,IPod Shuffle,Sun Microsystems,Swift (programming language),Barcode,Gorilla Glass,X (company),HTTPS,Firmware,PlayStation Vita,Electronic paper,Video game,3D computer graphics,Haptic technology,building,features,google,mobile phones,android ,phone,android,support,users,unit,computers,steam,apple inc.,product introductions by year,technology by year,smartphone,announced,wi-fi,cut,released,,computer-related introductions by year,motor,company,software
kmeans_augmented_c5_g7,5,technology,Optical microscope,Measuring instrument,Comparator,Holography,Projector,Laser cutting,Medical imaging,Printed circuit board,Tesla coil,Surge protector,Plasma display,Stereoscopy,Laser printing,Temperature measurement,Transmitter,Power inverter,Nickel–cadmium battery,Barcode reader,Inductor,Electrochemical cell,Sodium-vapor lamp,Instrumentation,Waveguide,American wire gauge,Time-of-flight camera,Laser pointer,Rotary encoder,Electrode,Accelerometer,Heat sink,Abdomen,image,space,later,devices,magnetic field,transistor,electricity,electronics,operation,mill,light,,,bridge,semiconductor,optics,,measurement,application,electrical engineering,,frequency,signal,optical,voltage
kmeans_augmented_c5_g21,5,technology,Electric arc,Schematic,Capacitive sensing,Inductor,Barcode reader,Microscope,Pulse oximetry,Alkaline battery,Laser printing,Anechoic chamber,Electronic circuit,Datasheet,Instrumentation,Transmitter,Radiography,Charge-coupled device,Projector,Transducer,Limbo,Hyperspectral imaging,10 nanometer,Optical microscope,Cavity magnetron,Calibration,Solenoid,Thermographic camera,Counter (digital),Rechargeable battery,Mercury-vapor lamp,Digital image processing,Compact fluorescent lamp,bridge,voltage,mill,electrical engineering,operation,frequency,electricity,measurement,,optical,transistor,light,electronics,later,devices,space,,application,optics,semiconductor,signal,,magnetic field,,image
LDA_c1_g19,1,technology,Wastewater treatment,Biosensor,Particle board,Laser cutting,Inkjet printing,Bioplastic,Sanitary sewer,Absorption refrigerator,Spot welding,Gas mask,Electrical discharge machining,Carbon dioxide removal,Passivation (chemistry),Siphon,Pulp (paper),Refrigeration,Galvanization,Algae fuel,Reinforced concrete,Old Town Road,Tensile testing,Nanotechnology,Vacuum pump,Pyrolysis,Nanomaterials,Wafer (electronics),Coolant,Injection moulding,Vapor-compression refrigeration,Mineral wool,Environmental engineering,temperature,,water,surface,,paper,plastic,chemistry,materials,polymer,industrial processes,manufacturing,produce,,metal,glass,material,materials,,,,,,process,artificial materials
kmeans_plain_c4_g0,4,technology,CN Tower,Sieve,Corrugated fiberboard,Factory,Ball bearing,Wootz steel,Scalpel,Combine harvester,Catheter,Daguerreotype,Paper,Canal,Slot machine,Invention,Fountain pen,Concrete mixer,Crane (machine),Serum,Kiln,Ruler,Orthotics,Loader (equipment),Watt steam engine,Compass (drawing tool),Artificial turf,Sanitary sewer,Beacon,Fiber,Mass production,Bed,Papermaking,hardlines (retail),printing,invented,focus,machine,,inventor,produced,england,tools,manufactured goods,century,paper,references,term,,,wood,equipment,inventions by country,idea,establish,industrial revolution,communication,history
kmeans_augmented_c5_g17,5,technology,Beamforming,Temperature measurement,Counter (digital),Fiber-optic communication,OLED,Electronics,Night vision,Braces,Waveguide,Chromatography,Holography,Thermographic camera,Spectrogram,Filter (signal processing),Rotary encoder,Hyperspectral imaging,10 nanometer,Power-line communication,Nanomaterials,Medical imaging,Crystallography,Quantum dot display,Scanning electron microscope,Cleanroom,Night vision,Actuator,Angiography,Magnetic resonance imaging,Lidar,Laser cutting,Inductive charging,voltage,image,electrical engineering,,application,operation,light,space,electricity,,,,mill,measurement,frequency,optics,signal,later,optical,transistor,electronics,devices,bridge,semiconductor,magnetic field
kmeans_plain_c5_g7,5,technology,Engineering tolerance,Polylactic acid,Power station,Limbo,Personal protective equipment,Vickers hardness test,Arc welding,Photovoltaic system,Cavitation,Hydraulic pump,Load cell,Nebulizer,Plastic bag,Solar thermal energy,Thermal insulation,Shape-memory alloy,Fertilizer,Thermosetting polymer,Centrifugal fan,Heat exchanger,Geothermal power,Foam,Die casting,Numerical control,Algae fuel,Bioreactor,Nondestructive testing,Boiling water reactor,Autoclave,Engineering fit,Freeze-drying,building engineering,electricity,output,battery,metal,chemistry,flow,,,polymer,processes,tube,material,pressure,,materials,fire,water,temperature,process,plastic,chemical engineering,industrial processes,valve,manufacturing
kmeans_plain_c6_g9,6,technology,Nanotechnology,Machine,Software engineering,Human factors and ergonomics,Information system,Computer engineering,Electronic health record,Systems engineering,Program evaluation and review technique,Business analytics,Software maintenance,Industrial design,Necessity is the mother of invention,Structural engineering,Transhumanism,Medical laboratory,"Science, technology, engineering, and mathematics",Surveillance,Traffic collision,Digital Revolution,Electrical engineering,Technology,Old Town Road,Diffusion of innovations,Mass communication,State of the art,Financial technology,Chemical engineering,Subject-matter expert,Materials science,Reliability engineering,technological,technology,number,academic disciplines,institute,like,technological change,information,main topic classifications,research,computer,subfields by academic discipline,human,technology,information technology,app,innovation,,engineering,,management,university,,sell,introduce
kmeans_augmented_c6_g25,6,technology,Old Town Road,Porcelain,Watt steam engine,Sports equipment,Windmill,Microwave oven,Petronas Towers,Mining,Wire,Mortise and tenon,FieldTurf,World's fair,Lighter,Hot air balloon,Mass production,Barbed wire,Adhesive,Dental braces,Suspension bridge,Orthographic projection,Skeleton key,Crossbow,Stent,Refrigerator,Binoculars,Offset printing,Packaging and labeling,Seismometer,Sanitary sewer,Iron Age,Do it yourself,communication,england,focus,printing,establish,history,hardlines (retail),industrial revolution,machine,cast iron,inventions by country,,century,references,,term,,tools,invented,manufactured goods,equipment,produced,idea,paper,wood
kmeans_augmented_c3_g22,3,technology,Distributed ledger,Aerospace,Autonomous car,Risk,Research,Diffusion of innovations,Graphics,Software engineering,Mechanical engineering,Artificial intelligence,Specification (technical standard),Technology readiness level,Research and development,Software maintenance,Disruptive innovation,Innovation,Software testing,Online advertising,Project,History of technology,Technical writing,Petroleum engineering,Applied science,Machine,Computer simulation,Serum,Industrial robot,Engineering,Information Age,Kaizen,Technology readiness level,main topic classifications,engineering,institute,sell,management,technology,app,research,science,,society,,technological change,computer,information,academic disciplines,introduce,number,innovation,like,information technology,human,technological,university,technology
kmeans_augmented_c0_g3,0,technology,Spark plug,Airbag,MAN SE,On-board diagnostics,Automotive battery,Air–fuel ratio,Scania AB,Crankshaft,Four-stroke engine,Leaf spring,Wankel engine,Exhaust gas,Automotive industry,Turbocharger,Tire-pressure monitoring system,Motor vehicle,Flywheel energy storage,Petrol engine,Tachometer,History of the internal combustion engine,The Lion King,Volkswagen air-cooled engine,Exhaust gas recirculation,Limited-slip differential,Power steering,Starter (engine),Two-stroke engine,V12 engine,Fuel cell vehicle,Start-stop system,Heat engine,function,approach,automotive technologies,cylinder ,speed,cars,engines,automobile,value,volkswagen group,motors,internal combustion engine,,engine,vehicles,vehicle technology,element,car,cylinder,case,crankshaft,engines,automotive industry,vehicle,vehicle parts
